"","Player","Team","Year","Service","Super2","Player.Amt.","Team.Amt.","Midpoint","Settled.Amt.","Winner","Prev.Salary","nameFirst","nameLast","playerID","birthCountry","weight","height","bats","throws","debut","prev.year","prev.salary","Salary","Salary.Min"
"1124","Mike Zunino","Rays",2019,4.165,"No",0,0,0,"4412000","",2.975e+12,"Mike","Zunino","zuninmi01","USA",220,74,"R","R",2013-06-12,2018,"2975000 ","2975000 ",545000
"1125","Mitch Maier","Royals",2012,3.071,"No",0,0,0,"865000","",4.59e+11,"Mitch","Maier","maiermi01","USA",210,75,"L","R",2006-09-23,2011,"459000","459000 ",414000
"1126","Mitch Moreland","Rangers",2014,3.067,"No",3250000,2025000,2638000,"2650000","",5.027e+11,"Mitch","Moreland","morelmi01","USA",230,74,"L","L",2010-07-29,2013,"502700","502700 ",490000
"1127","Mitch Moreland","Rangers",2015,4.067,"No",3350000,2750000,3050000,"2950000","",2.65e+12,"Mitch","Moreland","morelmi01","USA",230,74,"L","L",2010-07-29,2014,"2650000","2650000 ",5e+05
"1128","Mitch Moreland","Rangers",2016,5.067,"No",6e+06,4675000,5338000,"5700000","",2.95e+12,"Mitch","Moreland","morelmi01","USA",230,74,"L","L",2010-07-29,2015,"2950000","2950000 ",507500
"1129","Mitchell Boggs","Cardinals",2013,3.13,"No",0,0,0,"1475000","",5.06e+11,"Mitchell","Boggs","boggsmi01","USA",235,76,"R","R",2008-06-06,2012,"506000","506000 ",480000
"1130","Mookie Betts","Red Sox",2018,3.07,"No",10500000,7500000,9e+06,"10500000","Player",9.5e+11,"Mookie","Betts","bettsmo01","USA",180,69,"R","R",2014-06-29,2017,"950000 ","950000 ",535000
"1131","Mookie Betts","Red Sox",2019,4.07,"No",0,0,0,"2e+07","",1.05e+13,"Mookie","Betts","bettsmo01","USA",180,69,"R","R",2014-06-29,2018,"10500000 ","10500000 ",545000
"1132","Mychal Givens","Orioles",2019,3.069,"No",0,0,0,"2150000","",5.665e+11,"Mychal","Givens","givenmy01","USA",210,72,"R","R",2015-06-24,2018,"566500 ","566500 ",545000
"1133","Nate Eovaldi","Yankees",2015,3.013,"No",0,0,0,"3300000","",5.17e+11,"Nathan","Eovaldi","eovalna01","USA",225,74,"R","R",2011-08-06,2014,"517000","517000 ",5e+05
"1134","Nate Eovaldi","Yankees",2016,4.013,"No",6300000,4900000,5600000,"5600000","",3.3e+12,"Nathan","Eovaldi","eovalna01","USA",225,74,"R","R",2011-08-06,2015,"3300000","3300000 ",507500
"1135","Nate Jones","White Sox",2015,3,"No",0,0,0,"660000","",5.45e+11,"Nate","Jones","jonesna01","USA",220,77,"R","R",2012-04-08,2014,"545000 ","545000 ",5e+05
"1136","Nate Jones","White Sox",2016,4,"No",0,0,0,"Extension","",6.6e+11,"Nate","Jones","jonesna01","USA",220,77,"R","R",2012-04-08,2015,"660000","660000 ",507500
"1137","Nate Karns","Royals",2018,3.033,"No",0,0,0,"1375000","",5.71e+11,"Nate","Karns","karnsna01","USA",225,75,"R","R",2013-05-28,2017,"571000 ","571000 ",535000
"1138","Nate Schierholtz","Giants",2012,3.078,"No",0,0,0,"1300000","",4.325e+11,"Nate","Schierholtz","schiena01","USA",215,74,"L","R",2007-06-11,2011,"432500","432500 ",414000
"1139","Nate Schierholtz","Cubs",2014,5.078,"No",0,0,0,"5e+06","",2.25e+12,"Nate","Schierholtz","schiena01","USA",215,74,"L","R",2007-06-11,2013,"2250000","2250000 ",490000
"1140","Neal Cotts","Rangers",2014,5.041,"No",0,0,0,"2200000","",4.14e+11,"Neal","Cotts","cottsne01","USA",200,74,"L","L",2003-08-12,2013,"0","0",490000
"1141","Neftali Feliz","Rangers",2013,3.06,"No",0,0,0,"2900000","",5.02e+11,"Neftali","Feliz","felizne01","D.R.",235,75,"R","R",2009-08-03,2012,"502000","502000 ",480000
"1142","Neftali Feliz","Rangers",2014,4.064,"No",0,0,0,"3e+06","",2.9e+12,"Neftali","Feliz","felizne01","D.R.",235,75,"R","R",2009-08-03,2013,"2900000","2900000 ",490000
"1143","Neftali Feliz","Rangers",2015,4.151,"No",0,0,0,"4125000","",3e+12,"Neftali","Feliz","felizne01","D.R.",235,75,"R","R",2009-08-03,2014,"3e+06","3000000 ",5e+05
"1144","Neil Ramirez","Indians",2019,4.001,"No",0,0,0,"1e+06","",4.8e+11,"Neil","Ramirez","ramirne01","USA",215,76,"R","R",2014-04-25,2018,"0","0",545000
"1145","Neil Walker","Pirates",2013,2.166,"Yes",3600000,3e+06,3300000,"3300000","",5e+11,"Neil","Walker","walkene01","USA",210,75,"B","R",2009-09-01,2012,"5e+05","500000 ",480000
"1146","Neil Walker","Pirates",2014,3.166,"No",0,0,0,"5750000","",3.3e+12,"Neil","Walker","walkene01","USA",210,75,"B","R",2009-09-01,2013,"3300000","3300000 ",490000
"1147","Neil Walker","Pirates",2015,4.166,"No",9e+06,8e+06,8500000,"8e+06","Team",5.75e+12,"Neil","Walker","walkene01","USA",210,75,"B","R",2009-09-01,2014,"5750000","5750000 ",5e+05
"1148","Neil Walker","Mets",2016,5.166,"No",11800000,9400000,10600000,"10550000","",8e+12,"Neil","Walker","walkene01","USA",210,75,"B","R",2009-09-01,2015,"8e+06","8000000 ",507500
"1149","Nelson Cruz","Rangers",2012,4.082,"No",7500000,5500000,6500000,"Extension","",3.65e+12,"Nelson","Cruz","cruzne02","D.R.",230,74,"R","R",2005-09-17,2011,"3650000","3650000 ",414000
"1150","Nicholas Castellanos","Tigers",2017,3.029,"No",0,0,0,"3e+06","",5.365e+11,"Nick","Castellanos","casteni01","USA",203,76,"R","R",2013-09-01,2016,"536500","536500 ",507500
"1151","Nicholas Castellanos","Tigers",2018,4.029,"No",0,0,0,"6050000","",3e+12,"Nick","Castellanos","casteni01","USA",203,76,"R","R",2013-09-01,2017,"3000000 ","3000000 ",535000
"1152","Nicholas Castellanos","Tigers",2019,5.029,"No",0,0,0,"9950000","",6.05e+12,"Nick","Castellanos","casteni01","USA",203,76,"R","R",2013-09-01,2018,"6050000 ","6050000 ",545000
"1153","Nick Ahmed","Diamondbacks",2018,3.054,"No",0,0,0,"1275000","",5.66e+11,"Nick","Ahmed","ahmedni01","USA",195,74,"R","R",2014-06-29,2017,"566000 ","566000 ",535000
"1154","Nick Ahmed","Diamondbacks",2019,4.054,"No",0,0,0,"3663000","",1.275e+12,"Nick","Ahmed","ahmedni01","USA",195,74,"R","R",2014-06-29,2018,"1275000 ","1275000 ",545000
"1155","Nick Goody","Indians",2019,2.16,"Yes",0,0,0,"675000","",5.615e+11,"Nick","Goody","goodyni01","USA",195,71,"R","R",2015-07-30,2018,"561500 ","561500 ",545000
"1156","Nick Hundley","Padres",2012,3.088,"No",0,0,0,"2e+06","",4.399e+11,"Nick","Hundley","hundlni01","USA",203,72,"R","R",2008-07-04,2011,"439900","439900 ",414000
"1157","Nick Masset","Reds",2012,4.146,"No",2900000,2100000,2500000,"Extension","",1.725e+12,"Nick","Masset","masseni01","USA",225,77,"R","R",2006-06-27,2011,"1725000","1725000 ",414000
"1158","Nick Tropeano","Angels",2019,3.068,"No",0,0,0,"1075000","",5.45e+11,"Nick","Tropeano","tropeni01","USA",200,76,"R","R",2014-09-10,2018,"0","0",545000
"1159","Nick Vincent","Mariners",2017,3.142,"No",0,0,0,"1325000","",5.255e+11,"Nick","Vincent","vinceni01","USA",185,72,"R","R",2012-06-26,2016,"525500","525500 ",507500
"1160","Nick Vincent","Mariners",2018,4.067,"No",0,0,0,"2750000","",1.325e+12,"Nick","Vincent","vinceni01","USA",185,72,"R","R",2012-06-26,2017,"1325000 ","1325000 ",535000
"1161","Noah Syndergaard","Mets",2018,2.149,"Yes",0,0,0,"2975000","",6.055e+11,"Noah","Syndergaard","syndeno01","USA",240,78,"L","R",2015-05-12,2017,"605500 ","605500 ",535000
"1162","Noah Syndergaard","Mets",2019,3.149,"No",0,0,0,"6e+06","",2.975e+12,"Noah","Syndergaard","syndeno01","USA",240,78,"L","R",2015-05-12,2018,"2975000 ","2975000 ",545000
"1163","Nolan Arenado","Rockies",2016,2.155,"Yes",0,0,0,"5e+06","",5.125e+11,"Nolan","Arenado","arenano01","USA",205,74,"R","R",2013-04-28,2015,"512500","512500 ",507500
"1164","Nolan Arenado","Rockies",2017,3.155,"No",0,0,0,"Extension","",5e+12,"Nolan","Arenado","arenano01","USA",205,74,"R","R",2013-04-28,2016,"5e+06","5000000 ",507500
"1165","Nolan Reimold","Orioles",2013,3,"No",0,0,0,"1e+06","",4.905e+11,"Nolan","Reimold","reimono01","USA",205,76,"R","R",2009-05-14,2012,"490500","490500 ",480000
"1166","Nolan Reimold","Orioles",2014,4.004,"No",0,0,0,"1025000","",1e+12,"Nolan","Reimold","reimono01","USA",205,76,"R","R",2009-05-14,2013,"1e+06","1000000 ",490000
"1167","Nolan Reimold","Orioles",2016,5.113,"No",0,0,0,"1300000","",5.45e+11,"Nolan","Reimold","reimono01","USA",205,76,"R","R",2009-05-14,2015,"0","0",507500
"1168","Nomar Mazara","Rangers",2019,3,"No",0,0,0,"3300000","",5.6356e+11,"Nomar","Mazara","mazarno01","D.R.",215,76,"L","L",2016-04-10,2018,"563560 ","563560 ",545000
"1169","Norichika Aoki","Astros",2017,4.148,"No",0,0,0,"5500000","",5.5e+12,"Nori","Aoki","aokino01","Japan",180,69,"L","R",2012-04-06,2016,"5500000","5500000 ",507500
"1170","Nyjer Morgan","Brewers",2012,3.12,"No",0,0,0,"2350000","",4.715e+11,"Nyjer","Morgan","morgany01","USA",180,70,"L","L",2007-09-01,2011,"471500","471500 ",414000
"1171","Pablo Sandoval","Giants",2012,3.047,"No",4250000,3e+06,3625000,"Extension","",5e+11,"Pablo","Sandoval","sandopa01","Venezuela",268,71,"B","R",2008-08-14,2011,"5e+05","500000 ",414000
"1172","Paco Rodriguez","Braves",2017,3.12,"No",0,0,0,"637000","",5.205e+11,"Paco","Rodriguez","rodrist02","USA",220,75,"L","L",2012-09-09,2016,"520500","0",507500
"1173","Pat Neshek","Athletics",2013,4.16,"No",0,0,0,"975000","",5.075e+11,"Pat","Neshek","neshepa01","USA",220,75,"B","R",2006-07-07,2012,"0","0",480000
"1174","Patrick Corbin","Diamondbacks",2016,3.105,"No",0,0,0,"2525000","",5.24e+11,"Patrick","Corbin","corbipa01","USA",210,75,"L","L",2012-04-30,2015,"524000","524000 ",507500
"1175","Patrick Corbin","Diamondbacks",2017,4.105,"No",0,0,0,"3950000","",2.525e+12,"Patrick","Corbin","corbipa01","USA",210,75,"L","L",2012-04-30,2016,"2525000","2525000 ",507500
"1176","Patrick Corbin","Diamondbacks",2018,5.105,"No",0,0,0,"7500000","",3.95e+12,"Patrick","Corbin","corbipa01","USA",210,75,"L","L",2012-04-30,2017,"3950000 ","3950000 ",535000
"1177","Paul Janish","Reds",2012,3.064,"No",0,0,0,"Unknown","",4.375e+11,"Paul","Janish","janispa01","USA",200,74,"R","R",2008-05-14,2011,"437500","437500 ",414000
"1178","Paul Janish","Braves",2013,3.15,"No",0,0,0,"725000","",4.8e+11,"Paul","Janish","janispa01","USA",200,74,"R","R",2008-05-14,2012,"0","0",480000
"1179","Pedro Alvarez","Pirates",2014,3.085,"No",0,0,0,"4250000","",7e+11,"Pedro","Alvarez","alvarpe01","D.R.",250,75,"L","R",2010-06-16,2013,"7e+05","700000 ",490000
"1180","Pedro Alvarez","Pirates",2015,4.085,"No",5750000,5250000,5500000,"5750000","Player",4.25e+12,"Pedro","Alvarez","alvarpe01","D.R.",250,75,"L","R",2010-06-16,2014,"4250000","4250000 ",5e+05
"1181","Pedro Baez","Dodgers",2018,3.059,"No",0,0,0,"1500000","",5.5e+11,"Pedro","Baez","baezpe01","D.R.",230,72,"R","R",2014-05-05,2017,"550000 ","550000 ",535000
"1182","Pedro Baez","Dodgers",2019,4.059,"No",0,0,0,"2100000","",1.5e+12,"Pedro","Baez","baezpe01","D.R.",230,72,"R","R",2014-05-05,2018,"1500000 ","1500000 ",545000
"1183","Pedro Strop","Cubs",2014,2.156,"Yes",0,0,0,"1325000","",5.025e+11,"Pedro","Strop","stroppe01","D.R.",220,73,"R","R",2009-08-28,2013,"502500","502500 ",490000
"1184","Pedro Strop","Cubs",2015,3.156,"No",3e+06,2e+06,2500000,"2525000","",1.325e+12,"Pedro","Strop","stroppe01","D.R.",220,73,"R","R",2009-08-28,2014,"1325000","1325000 ",5e+05
"1185","Pedro Strop","Cubs",2016,4.156,"No",0,0,0,"4400000","",2.525e+12,"Pedro","Strop","stroppe01","D.R.",220,73,"R","R",2009-08-28,2015,"2525000","2525000 ",507500
"1186","Pedro Strop","Cubs",2017,5.156,"No",6e+06,4600000,5300000,"5500000","",4.4e+12,"Pedro","Strop","stroppe01","D.R.",220,73,"R","R",2009-08-28,2016,"4400000","4400000 ",507500
"1187","Peter Bourjos","Cardinals",2014,3.062,"No",0,0,0,"1200000","",5.125e+11,"Peter","Bourjos","bourjpe01","USA",175,73,"R","R",2010-08-03,2013,"512500","0",490000
"1188","Peter Bourjos","Cardinals",2015,4.062,"No",0,0,0,"1650000","",1.2e+12,"Peter","Bourjos","bourjpe01","USA",175,73,"R","R",2010-08-03,2014,"1200000","1200000 ",5e+05
"1189","Peter Bourjos","Phillies",2016,5.062,"No",0,0,0,"2e+06","",1.65e+12,"Peter","Bourjos","bourjpe01","USA",175,73,"R","R",2010-08-03,2015,"1650000","1650000 ",507500
"1190","Phil Coke","Tigers",2012,3.028,"No",0,0,0,"1100000","",4.4e+11,"Phil","Coke","cokeph01","USA",210,73,"L","L",2008-09-01,2011,"440000","440000 ",414000
"1191","Phil Coke","Tigers",2013,4.03,"No",0,0,0,"1850000","",1.1e+12,"Phil","Coke","cokeph01","USA",210,73,"L","L",2008-09-01,2012,"1100000","1100000 ",480000
"1192","Phil Coke","Tigers",2014,5.028,"No",0,0,0,"1900000","",1.85e+12,"Phil","Coke","cokeph01","USA",210,73,"L","L",2008-09-01,2013,"850000","1850000 ",490000
"1193","Phil Hughes","Yankees",2012,4.113,"No",0,0,0,"3200000","",2.7e+12,"Phil","Hughes","hugheph01","USA",240,77,"R","R",2007-04-26,2011,"2700000","2700000 ",414000
"1194","Phil Hughes","Yankees",2013,5.11,"No",0,0,0,"7150000","",3.2e+12,"Phil","Hughes","hugheph01","USA",240,77,"R","R",2007-04-26,2012,"3200000","3200000 ",480000
"1195","Rafael Perez","Indians",2012,4.157,"No",2400000,1600000,2e+06,"2005000","",1.33e+12,"Rafael","Perez","perezra01","D.R.",195,75,"L","L",2006-04-20,2011,"1330000","1330000 ",414000
"1196","Rajai Davis","Blue Jays",2013,5.17,"No",0,0,0,"2500000","",2.75e+12,"Rajai","Davis","davisra01","USA",195,70,"R","R",2006-08-14,2012,"2750000","2750000 ",480000
"1197","Ramiro Pena","Braves",2014,3.089,"No",0,0,0,"550000","",5.5e+11,"Ramiro","Pena","penara02","Mexico",200,71,"B","R",2009-04-06,2013,"550000","550000 ",490000
"1198","Ramon Ramirez","Mets",2012,5.113,"No",0,0,0,"2650000","",1.65e+12,"Ramon","Ramirez","ramirra02","D.R.",200,71,"R","R",2006-04-14,2011,"1650000","1650000 ",414000
"1199","Randal Grichuk","Blue Jays",2018,3.033,"No",0,0,0,"2600000","",5.572e+11,"Randal","Grichuk","grichra01","USA",205,73,"R","R",2014-04-28,2017,"557200 ","557200 ",535000
"1200","Randal Grichuk","Blue Jays",2019,4.033,"No",0,0,0,"5e+06","",2.6e+12,"Randal","Grichuk","grichra01","USA",205,73,"R","R",2014-04-28,2018,"0","0",545000
"1201","Randall Delgado","Diamondbacks",2016,3.1,"No",0,0,0,"1250000","",5.26e+11,"Randall","Delgado","delgara01","Panama",220,76,"R","R",2011-06-17,2015,"526000","526000 ",507500
"1202","Randall Delgado","Diamondbacks",2017,4.1,"No",0,0,0,"1775000","",1.25e+12,"Randall","Delgado","delgara01","Panama",220,76,"R","R",2011-06-17,2016,"1275000","1275000 ",507500
"1203","Randall Delgado","Diamondbacks",2018,5.1,"No",0,0,0,"2250000","",1.775e+12,"Randall","Delgado","delgara01","Panama",220,76,"R","R",2011-06-17,2017,"1775000 ","1775000 ",535000
"1204","Randy Wells","Cubs",2012,3.016,"No",0,0,0,"2705000","",4.75e+11,"Randy","Wells","wellsra01","USA",230,77,"R","R",2008-04-05,2011,"475000","475000 ",414000
"1205","Rene Rivera","Rays",2015,3.082,"No",0,0,0,"1200000","",5.064e+11,"Rene","Rivera","riverre01","P.R.",215,70,"R","R",2004-09-22,2014,"506400","506400 ",5e+05
"1206","Rene Rivera","Rays",2016,4.082,"No",0,0,0,"1700000","",1.2e+12,"Rene","Rivera","riverre01","P.R.",215,70,"R","R",2004-09-22,2015,"1200000","1200000 ",507500
"1207","Rene Rivera","Mets",2017,5.07,"No",0,0,0,"1750000","",1.7e+12,"Rene","Rivera","riverre01","P.R.",215,70,"R","R",2004-09-22,2016,"0","0",507500
"1208","Rex Brothers","Rockies",2015,3.117,"No",0,0,0,"1400000","",5.02e+11,"Rex","Brothers","brothre01","USA",210,72,"L","L",2011-06-06,2014,"502000","502000 ",5e+05
"1209","Rex Brothers","Cubs",2016,3.131,"No",0,0,0,"1420000","",1.4e+12,"Rex","Brothers","brothre01","USA",210,72,"L","L",2011-06-06,2015,"1400000","1400000 ",507500
"1210","Rex Brothers","Braves",2018,4.088,"No",0,0,0,"1100000","",6.25e+11,"Rex","Brothers","brothre01","USA",210,72,"L","L",2011-06-06,2017,"0","0",535000
"1211","Rick Porcello","Tigers",2012,2.17,"Yes",0,0,0,"3100000","",1.536e+12,"Rick","Porcello","porceri01","USA",205,77,"R","R",2009-04-09,2011,"1536000","1536000 ",414000
"1212","Rick Porcello","Tigers",2013,3.17,"No",0,0,0,"5100000","",3.1e+12,"Rick","Porcello","porceri01","USA",205,77,"R","R",2009-04-09,2012,"3100000","3100000 ",480000
"1213","Rick Porcello","Tigers",2014,4.17,"No",0,0,0,"8500000","",5.1e+12,"Rick","Porcello","porceri01","USA",205,77,"R","R",2009-04-09,2013,"5100000","5100000 ",490000
"1214","Rick Porcello","Red Sox",2015,5.17,"No",0,0,0,"12500000","",8.5e+12,"Rick","Porcello","porceri01","USA",205,77,"R","R",2009-04-09,2014,"8500000","8500000 ",5e+05
"1215","Robbie Erlin","Padres",2018,3.078,"No",0,0,0,"650000","",5.35e+11,"Robbie","Erlin","erlinro01","USA",190,72,"R","L",2013-04-30,2017,"0","0",535000
"1216","Robbie Erlin","Padres",2019,4.078,"No",0,0,0,"1450000","",6.5e+11,"Robbie","Erlin","erlinro01","USA",190,72,"R","L",2013-04-30,2018,"650000 ","650000 ",545000
"1217","Robbie Grossman","Twins",2018,3.06,"No",0,0,0,"2e+06","",5.525e+11,"Robbie","Grossman","grossro01","USA",215,72,"B","L",2013-04-24,2017,"552500 ","552500 ",535000
"1218","Robbie Ray","Diamondbacks",2018,3.007,"No",0,0,0,"3950000","",5.704e+11,"Robbie","Ray","rayro02","USA",195,74,"L","L",2014-05-06,2017,"570400 ","570400 ",535000
"1219","Robbie Ray","Diamondbacks",2019,4.007,"No",0,0,0,"6050000","",3.95e+12,"Robbie","Ray","rayro02","USA",195,74,"L","L",2014-05-06,2018,"3950000 ","3950000 ",545000
"1220","Robbie Ross","Red Sox",2016,3.1,"No",1325000,1075000,1200000,"1250000","",5.665e+11,"Robbie","Ross","rossro01","USA",215,71,"L","L",2012-04-08,2015,"566500","566500 ",507500
"1221","Robbie Ross","Red Sox",2017,4.1,"No",0,0,0,"1825000","",1.25e+12,"Robbie","Ross","rossro01","USA",215,71,"L","L",2012-04-08,2016,"1250000","1250000 ",507500
"1222","Robert Andino","Orioles",2012,3.094,"No",1600000,1e+06,1300000,"1300000","",4.215e+11,"Robert","Andino","andinro01","USA",185,71,"R","R",2005-09-04,2011,"421500","421500 ",414000
"1223","Roberto Osuna","Blue Jays",2018,3,"No",5800000,5300000,5550000,"5300000","Team",5.524e+11,"Roberto","Osuna","osunaro01","Mexico",215,74,"R","R",2015-04-08,2017,"552400 ","552400 ",535000
"1224","Roberto Osuna","Astros",2019,3.097,"No",0,0,0,"6500000","",5.3e+12,"Roberto","Osuna","osunaro01","Mexico",215,74,"R","R",2015-04-08,2018,"5300000 ","5300000 ",545000
"1225","Robinson Chirinos","Rangers",2016,3.103,"No",0,0,0,"1550000","",5.1829e+11,"Robinson","Chirinos","chiriro01","Venezuela",210,73,"R","R",2011-07-18,2015,"518290","518290 ",507500
"1226","Robinson Chirinos","Rangers",2017,4.103,"No",0,0,0,"1950000","",1.55e+12,"Robinson","Chirinos","chiriro01","Venezuela",210,73,"R","R",2011-07-18,2016,"1550000","1550000 ",507500
"1227","Roenis Elias","Mariners",2019,3.069,"No",0,0,0,"910000","",5.45e+11,"Roenis","Elias","eliasro01","Cuba",205,73,"L","L",2014-04-03,2018,"0","0",545000
"1228","Roger Bernadina","Nationals",2013,3.15,"No",0,0,0,"1212000","",4.935e+11,"Roger","Bernadina","bernaro01","Curacao",210,74,"L","L",2008-06-29,2012,"493500","493500 ",480000
"1229","Ronald Belisario","Dodgers",2013,2.151,"Yes",0,0,0,"1450000","",4.8e+11,"Ronald","Belisario","belisro01","Venezuela",240,75,"R","R",2009-04-07,2012,"480000","480000 ",480000
"1230","Ross Detwiler","Nationals",2013,3,"No",0,0,0,"2337000","",4.85e+11,"Ross","Detwiler","detwiro01","USA",210,75,"R","L",2007-09-07,2012,"485000","485000 ",480000
"1231","Ross Detwiler","Nationals",2014,4.002,"No",0,0,0,"3e+06","",2.337e+12,"Ross","Detwiler","detwiro01","USA",210,75,"R","L",2007-09-07,2013,"2337500","2337500 ",490000
"1232","Ross Detwiler","Rangers",2015,5.002,"No",0,0,0,"3450000","",3e+12,"Ross","Detwiler","detwiro01","USA",210,75,"R","L",2007-09-07,2014,"3e+06","3000000 ",5e+05
"1233","Ross Ohlendorf","Nationals",2014,4.17,"No",0,0,0,"1250000","",5.075e+11,"Ross","Ohlendorf","ohlenro01","USA",240,76,"R","R",2007-09-11,2013,"0","0",490000
"1234","Rubby De La Rosa","Diamondbacks",2016,3.097,"No",0,0,0,"2350000","",5.16e+11,"Rubby","De La Rosa","delarru01","D.R.",210,72,"R","R",2011-05-24,2015,"516000","516000 ",507500
"1235","Ruben Tejada","Mets",2014,2.171,"Yes",0,0,0,"1100000","",5.14701e+11,"Ruben","Tejada","tejadru01","Panama",200,71,"R","R",2010-04-07,2013,"514701","514701 ",490000
"1236","Ruben Tejada","Mets",2015,3.171,"No",0,0,0,"1880000","",1.1e+12,"Ruben","Tejada","tejadru01","Panama",200,71,"R","R",2010-04-07,2014,"1100000","1100000 ",5e+05
"1237","Ruben Tejada","Mets",2016,4.171,"No",0,0,0,"3e+06","",1.88e+12,"Ruben","Tejada","tejadru01","Panama",200,71,"R","R",2010-04-07,2015,"1880000","1880000 ",507500
"1238","Russell Martin","Yankees",2012,5.15,"No",8200000,7e+06,7600000,"7500000","",4e+12,"Russell","Martin","martiru01","CAN",205,70,"R","R",2006-05-05,2011,"4e+06","4000000 ",414000
"1239","Ryan Buchter","Athletics",2019,3.01,"No",0,0,0,"1400000","",5.55e+11,"Ryan","Buchter","buchtry01","USA",258,76,"L","L",2014-06-20,2018,"555000 ","555000 ",545000
"1240","Ryan Cook","Athletics",2015,3.036,"No",0,0,0,"1400000","",5.05e+11,"Ryan","Cook","cookry01","USA",215,74,"R","R",2011-07-20,2014,"505000","505000 ",5e+05
"1241","Ryan Dull","Athletics",2019,2.143,"Yes",0,0,0,"860000","",5.55e+11,"Ryan","Dull","dullry01","USA",175,69,"R","R",2015-09-01,2018,"555000 ","555000 ",545000
"1242","Ryan Flaherty","Orioles",2015,3,"No",1500000,9e+05,1200000,"1075000","",5.125e+11,"Ryan","Flaherty","flahery01","USA",220,75,"L","R",2012-04-07,2014,"512500","512500 ",5e+05
"1243","Ryan Flaherty","Orioles",2016,4,"No",0,0,0,"1500000","",1.075e+12,"Ryan","Flaherty","flahery01","USA",220,75,"L","R",2012-04-07,2015,"1075000","1075000 ",507500
"1244","Ryan Flaherty","Orioles",2017,5,"No",0,0,0,"1800000","",1.5e+12,"Ryan","Flaherty","flahery01","USA",220,75,"L","R",2012-04-07,2016,"1500000","1500000 ",507500
"1245","Ryan Hanigan","Rays",2014,5.077,"No",0,0,0,"Extension","",2.35e+12,"Ryan","Hanigan","hanigry01","USA",225,72,"R","R",2007-09-09,2013,"2350000","2050000 ",490000
"1246","Ryan Pressly","Twins",2017,3.053,"No",0,0,0,"1175000","",5.2e+11,"Ryan","Pressly","pressry01","USA",210,75,"R","R",2013-04-04,2016,"520000","520000 ",507500
"1247","Ryan Pressly","Twins",2018,4.039,"No",0,0,0,"1600000","",1.175e+12,"Ryan","Pressly","pressry01","USA",210,75,"R","R",2013-04-04,2017,"1175000 ","1175000 ",535000
"1248","Ryan Pressly","Astros",2019,5.039,"No",0,0,0,"2900000","",1.6e+12,"Ryan","Pressly","pressry01","USA",210,75,"R","R",2013-04-04,2018,"1600000 ","1600000 ",545000
"1249","Ryan Roberts","Diamondbacks",2012,2.15,"Yes",2275000,1650000,1962000,"2013000","",4.235e+11,"Ryan","Roberts","roberry01","USA",185,71,"R","R",2006-07-30,2011,"423500","423500 ",414000
"1250","Ryan Roberts","Rays",2013,3.15,"No",0,0,0,"2950000","",2.013e+12,"Ryan","Roberts","roberry01","USA",185,71,"R","R",2006-07-30,2012,"2012500","2012500 ",480000
"1251","Ryan Rua","Rangers",2018,2.129,"Yes",0,0,0,"870000","",5.4474e+11,"Ryan","Rua","ruary01","USA",205,74,"R","R",2014-08-29,2017,"544740 ","544740 ",535000
"1252","Ryan Sweeney","Red Sox",2012,4.053,"No",0,0,0,"1750000","",1.4e+12,"Ryan","Sweeney","sweenry01","USA",225,76,"L","L",2006-09-01,2011,"1400000","1400000 ",414000
"1253","Ryan Tepera","Blue Jays",2019,3.008,"No",1800000,1525000,1663000,"1525000","Team",5.747e+11,"Ryan","Tepera","teperry01","USA",195,74,"R","R",2015-05-10,2018,"574700 ","574700 ",545000
"1254","Ryan Vogelsong","Giants",2012,5.02,"No",0,0,0,"Extension","",4.9e+11,"Ryan","Vogelsong","vogelry01","USA",215,76,"R","R",2000-09-02,2011,"0","0",414000
"1255","Ryan Webb","Marlins",2013,3.03,"No",0,0,0,"975000","",4.8e+11,"Ryan","Webb","webbry01","USA",245,78,"R","R",2009-07-08,2012,"480000","480000 ",480000
"1256","Sam Dyson","Rangers",2017,2.142,"Yes",0,0,0,"3520000","",5.2527e+11,"Sam","Dyson","dysonsa01","USA",212,73,"R","R",2012-07-05,2016,"525270","525270 ",507500
"1257","Sam Dyson","Giants",2018,3.142,"No",0,0,0,"4425000","",3.52e+12,"Sam","Dyson","dysonsa01","USA",212,73,"R","R",2012-07-05,2017,"3520000 ","3520000 ",535000
"1258","Sam Dyson","Giants",2019,4.142,"No",0,0,0,"5e+06","",4.425e+12,"Sam","Dyson","dysonsa01","USA",212,73,"R","R",2012-07-05,2018,"4425000 ","4425000 ",545000
"1259","Sam Fuld","Rays",2013,2.14,"Yes",0,0,0,"725000","",4.894e+11,"Sam","Fuld","fuldsa01","USA",180,69,"L","L",2007-09-05,2012,"489400","489400 ",480000
"1260","Sam Fuld","Athletics",2015,4.14,"No",0,0,0,"1750000","",8e+11,"Sam","Fuld","fuldsa01","USA",180,69,"L","L",2007-09-05,2014,"8e+05","800000 ",5e+05
"1261","Sam Fuld","Athletics",2016,5.14,"No",0,0,0,"1925000","",1.75e+12,"Sam","Fuld","fuldsa01","USA",180,69,"L","L",2007-09-05,2015,"1750000","1750000 ",507500
