"","Player","Team","Year","Service","Super2","Player.Amt.","Team.Amt.","Midpoint","Settled.Amt.","Winner","Prev.Salary","nameFirst","nameLast","playerID","birthCountry","weight","height","bats","throws","debut","prev.year","prev.salary","Salary","Salary.Min"
"1","A.J. Ellis","Dodgers",2013,2.151,"Yes",0,0,0,"2e+06","",4.9e+11,"A. J.","Ellis","ellisaj01","USA",225,74,"R","R",2008-09-15,2012,"490000","490000 ",480000
"2","A.J. Ellis","Dodgers",2014,3.151,"No",4600000,3e+06,3800000,"3550000","",2e+12,"A. J.","Ellis","ellisaj01","USA",225,74,"R","R",2008-09-15,2013,"2e+06","2000000 ",490000
"3","A.J. Ellis","Dodgers",2015,4.151,"No",0,0,0,"4250000","",3.55e+12,"A. J.","Ellis","ellisaj01","USA",225,74,"R","R",2008-09-15,2014,"3550000","3550000 ",5e+05
"4","A.J. Ellis","Dodgers",2016,5.151,"No",0,0,0,"4500000","",4.25e+12,"A. J.","Ellis","ellisaj01","USA",225,74,"R","R",2008-09-15,2015,"4250000","4250000 ",507500
"5","A.J. Griffin","Rangers",2017,4.034,"No",0,0,0,"2e+06","",5.075e+11,"A. J.","Griffin","griffaj01","USA",230,77,"R","R",2012-06-24,2016,"0","0",507500
"6","A.J. Pollock","Diamondbacks",2016,3.052,"No",3900000,3650000,3775000,"Extension","",5.195e+11,"A. J.","Pollock","polloaj01","USA",195,73,"R","R",2012-04-18,2015,"519500","519500 ",507500
"7","A.J. Pollock","Diamondbacks",2018,5.052,"No",0,0,0,"7750000","",6.75e+12,"A. J.","Pollock","polloaj01","USA",195,73,"R","R",2012-04-18,2017,"6750000 ","6750000 ",535000
"8","A.J. Ramos","Marlins",2016,3.03,"No",0,0,0,"3400000","",5.075e+11,"A. J.","Ramos",NA,NA,NA,NA,NA,NA,NA,2015,"0","0",507500
"9","A.J. Ramos","Marlins",2017,4.03,"No",0,0,0,"6550000","",3.4e+12,"A. J.","Ramos",NA,NA,NA,NA,NA,NA,NA,2016,"0","0",507500
"10","A.J. Ramos","Mets",2018,5.03,"No",0,0,0,"9225000","",6.55e+12,"A. J.","Ramos",NA,NA,NA,NA,NA,NA,NA,2017,"0","0",535000
"11","Aaron Altherr","Phillies",2019,3.028,"No",0,0,0,"1350000","",5.61e+11,"Aaron","Altherr","altheaa01","Germany",215,77,"R","R",2014-06-16,2018,"561000 ","561000 ",545000
"12","Aaron Crow","Royals",2014,3,"No",1700000,1280000,1490000,"1475000","",1.28e+12,"Aaron","Crow","crowaa01","USA",195,75,"R","R",2011-03-31,2013,"1280000","1280000 ",490000
"13","Aaron Crow","Marlins",2015,4,"No",0,0,0,"1975000","",1.475e+12,"Aaron","Crow","crowaa01","USA",195,75,"R","R",2011-03-31,2014,"1475000","1475000 ",5e+05
"14","Aaron Hicks","Yankees",2017,3.041,"No",0,0,0,"1350000","",5.74e+11,"Aaron","Hicks","hicksaa01","USA",202,73,"B","R",2013-04-01,2016,"574000","574000 ",507500
"15","Aaron Hicks","Yankees",2018,4.041,"No",0,0,0,"2825000","",1.35e+12,"Aaron","Hicks","hicksaa01","USA",202,73,"B","R",2013-04-01,2017,"1350000 ","1350000 ",535000
"16","Aaron Hicks","Yankees",2019,5.041,"No",0,0,0,"6e+06","",2.825e+12,"Aaron","Hicks","hicksaa01","USA",202,73,"B","R",2013-04-01,2018,"2825000 ","2825000 ",545000
"17","Aaron Loup","Blue Jays",2016,3.083,"No",0,0,0,"1050000","",5.275e+11,"Aaron","Loup","loupaa01","USA",210,71,"L","L",2012-07-14,2015,"527500","527500 ",507500
"18","Aaron Loup","Blue Jays",2017,4.04,"No",0,0,0,"1125000","",1.05e+12,"Aaron","Loup","loupaa01","USA",210,71,"L","L",2012-07-14,2016,"1050000","1050000 ",507500
"19","Aaron Loup","Blue Jays",2018,5.04,"No",0,0,0,"1812000","",1.125e+12,"Aaron","Loup","loupaa01","USA",210,71,"L","L",2012-07-14,2017,"1125000 ","1125000 ",535000
"20","Aaron Nola","Phillies",2019,3.076,"No",6700000,4500000,5600000,"Extension","",5.73e+11,"Aaron","Nola","nolaaa01","USA",195,74,"R","R",2015-07-21,2018,"573000 ","573000 ",545000
"21","Aaron Sanchez","Blue Jays",2018,3.069,"No",0,0,0,"2700000","",5.35e+11,"Aaron","Sanchez","sanchaa01","USA",215,76,"R","R",2014-07-23,2017,"535000 ","535000 ",535000
"22","Aaron Sanchez","Blue Jays",2019,4.069,"No",0,0,0,"3900000","",2.7e+12,"Aaron","Sanchez","sanchaa01","USA",215,76,"R","R",2014-07-23,2018,"2700000 ","2700000 ",545000
"23","Abraham Almonte","Indians",2018,3.052,"No",0,0,0,"825000","",5.442e+11,"Abraham","Almonte","almonab01","D.R.",210,69,"B","R",2013-08-30,2017,"544200 ","544200 ",535000
"24","Adam Conley","Marlins",2019,2.147,"Yes",0,0,0,"1125000","",5.45e+11,"Adam","Conley","conlead01","USA",200,75,"L","L",2015-06-10,2018,"0","0",545000
"25","Adam Duvall","Braves",2019,3.096,"No",0,0,0,"2875000","",6.45e+11,"Adam","Duvall","duvalad01","USA",215,73,"R","R",2014-06-26,2018,"645000 ","645000 ",545000
"26","Adam Jones","Orioles",2012,4.139,"No",7400000,5e+06,6200000,"6150000","",3.25e+12,"Adam","Jones","jonesad01","USA",215,74,"R","R",2006-07-14,2011,"3250000","3250000 ",414000
"27","Adam Morgan","Phillies",2019,3.017,"No",0,0,0,"1100000","",5.59e+11,"Adam","Morgan","morgaad01","USA",200,73,"L","L",2015-06-21,2018,"559000 ","559000 ",545000
"28","Adam Ottavino","Rockies",2015,3.087,"No",1475000,1e+06,1238000,"1300000","",5.02e+11,"Adam","Ottavino","ottavad01","USA",220,77,"B","R",2010-05-29,2014,"502000","502000 ",5e+05
"29","Adam Ottavino","Rockies",2016,4.087,"No",0,0,0,"Extension","",1.3e+12,"Adam","Ottavino","ottavad01","USA",220,77,"B","R",2010-05-29,2015,"1300000","1300000 ",507500
"30","Adam Rosales","Athletics",2012,2.171,"Yes",0,0,0,"6e+05","",4.25e+11,"Adam","Rosales","rosalad01","USA",200,74,"R","R",2008-08-09,2011,"425000","425000 ",414000
"31","Adam Rosales","Athletics",2013,3.1,"No",0,0,0,"7e+05","",6e+11,"Adam","Rosales","rosalad01","USA",200,74,"R","R",2008-08-09,2012,"600000 ","600000 ",480000
"32","Adam Rosales","Rangers",2014,4.099,"No",0,0,0,"750000","",7e+11,"Adam","Rosales","rosalad01","USA",200,74,"R","R",2008-08-09,2013,"7e+05","700000 ",490000
"33","Adam Warren","Cubs",2016,3.036,"No",0,0,0,"1700000","",5.726e+11,"Adam","Warren","warread01","USA",224,73,"R","R",2012-06-29,2015,"572600","572600 ",507500
"34","Adam Warren","Yankees",2017,4.036,"No",0,0,0,"2290000","",1.7e+12,"Adam","Warren","warread01","USA",224,73,"R","R",2012-06-29,2016,"1700000","1700000 ",507500
"35","Adam Warren","Yankees",2018,5.036,"No",0,0,0,"3315000","",2.29e+12,"Adam","Warren","warread01","USA",224,73,"R","R",2012-06-29,2017,"2290000 ","2290000 ",535000
"36","Addison Reed","Diamondbacks",2015,3.027,"No",5600000,4700000,5150000,"4875000","",5.385e+11,"Addison","Reed","reedad01","USA",230,76,"L","R",2011-09-04,2014,"538500","538500 ",5e+05
"37","Addison Reed","Mets",2016,4.002,"No",0,0,0,"5300000","",4.875e+12,"Addison","Reed","reedad01","USA",230,76,"L","R",2011-09-04,2015,"4875000","4875000 ",507500
"38","Addison Reed","Mets",2017,5.001,"No",0,0,0,"7750000","",5.3e+12,"Addison","Reed","reedad01","USA",230,76,"L","R",2011-09-04,2016,"5300000","5300000 ",507500
"39","Addison Russell","Cubs",2018,2.167,"Yes",0,0,0,"3200000","",6.44e+11,"Addison","Russell","russead02","USA",200,72,"R","R",2015-04-21,2017,"644000 ","644000 ",535000
"40","Addison Russell","Cubs",2019,3.167,"No",0,0,0,"3400000","",3.2e+12,"Addison","Russell","russead02","USA",200,72,"R","R",2015-04-21,2018,"3200000 ","3200000 ",545000
"41","Adeiny Hechavarria","Marlins",2016,3.06,"No",0,0,0,"2625000","",1.925e+12,"Adeiny","Hechavarria","hechaad01","Cuba",195,72,"R","R",2012-08-04,2015,"1925000","1925000 ",507500
"42","Adeiny Hechavarria","Marlins",2017,4.06,"No",0,0,0,"4350000","",2.625e+12,"Adeiny","Hechavarria","hechaad01","Cuba",195,72,"R","R",2012-08-04,2016,"2625000","2625000 ",507500
"43","Adeiny Hechavarria","Rays",2018,5.06,"No",5900000,5350000,5625000,"5900000","Player",4.35e+12,"Adeiny","Hechavarria","hechaad01","Cuba",195,72,"R","R",2012-08-04,2017,"4350000 ","4350000 ",535000
"44","Al Alburquerque","Tigers",2014,2.147,"Yes",0,0,0,"838000","",5e+11,"Al","Alburquerque","albural01","D.R.",195,72,"R","R",2011-04-15,2013,"5e+05","500000 ",490000
"45","Al Alburquerque","Tigers",2015,3.147,"No",2050000,1375000,1712000,"1725000","",8.38e+11,"Al","Alburquerque","albural01","D.R.",195,72,"R","R",2011-04-15,2014,"837500","837500 ",5e+05
"46","Alberto Callaspo","Angels",2012,4.135,"No",0,0,0,"3150000","",2e+12,"Alberto","Callaspo","callaal01","Venezuela",225,69,"B","R",2006-08-06,2011,"2e+06","2000000 ",414000
"47","Alberto Callaspo","Angels",2013,5.14,"No",0,0,0,"Extension","",3.15e+12,"Alberto","Callaspo","callaal01","Venezuela",225,69,"B","R",2006-08-06,2012,"3150000","3150000 ",480000
"48","Alejandro de Aza","White Sox",2013,3.14,"No",0,0,0,"2075000","",4.95e+11,"Alejandro","De Aza","deazaal01","D.R.",195,72,"L","L",2007-04-02,2012,"495000","495000 ",480000
"49","Alejandro de Aza","White Sox",2014,4.139,"No",0,0,0,"4250000","",2.075e+12,"Alejandro","De Aza","deazaal01","D.R.",195,72,"L","L",2007-04-02,2013,"2075000","2075000 ",490000
"50","Alejandro de Aza","Orioles",2015,5.139,"No",5650000,5e+06,5325000,"5e+06","Team",4.25e+12,"Alejandro","De Aza","deazaal01","D.R.",195,72,"L","L",2007-04-02,2014,"4250000","4250000 ",5e+05
"51","Alex Avila","Tigers",2013,3.06,"No",0,0,0,"2950000","",5.1e+11,"Alex","Avila","avilaal01","USA",210,71,"L","R",2009-08-06,2012,"510000","510000 ",480000
"52","Alex Avila","Tigers",2014,4.061,"No",5350000,3750000,4550000,"4150000","",2.95e+12,"Alex","Avila","avilaal01","USA",210,71,"L","R",2009-08-06,2013,"2950000","2950000 ",490000
"53","Alex Claudio","Brewers",2019,3.114,"No",0,0,0,"1275000","",5.6845e+11,"Alex","Claudio","claudal01","P.R.",180,75,"L","L",2014-08-13,2018,"568450 ","568450 ",545000
"54","Alex Cobb","Rays",2015,3.061,"No",0,0,0,"4e+06","",5.169e+11,"Alex","Cobb","cobbal01","USA",205,75,"R","R",2011-05-01,2014,"516900","516900 ",5e+05
"55","Alex Cobb","Rays",2016,4.061,"No",0,0,0,"4e+06","",4e+12,"Alex","Cobb","cobbal01","USA",205,75,"R","R",2011-05-01,2015,"0","0",507500
"56","Alex Cobb","Rays",2017,5.061,"No",0,0,0,"4200000","",4e+12,"Alex","Cobb","cobbal01","USA",205,75,"R","R",2011-05-01,2016,"4e+06","4000000 ",507500
"57","Alex Colome","Rays",2018,3.118,"No",0,0,0,"5300000","",5.479e+11,"Alex","Colome","colomal01","D.R.",220,73,"R","R",2013-05-30,2017,"547900 ","547900 ",535000
"58","Alex Colome","White Sox",2019,4.118,"No",0,0,0,"7325000","",5.3e+12,"Alex","Colome","colomal01","D.R.",220,73,"R","R",2013-05-30,2018,"5300000 ","5300000 ",545000
"59","Alex Gordon","Royals",2012,4.092,"No",5450000,4150000,4800000,"4775000","",1.4e+12,"Alex","Gordon","gordoal01","USA",225,73,"L","R",2007-04-02,2011,"1400000","1400000 ",414000
"60","Alex Presley","Astros",2015,2.162,"Yes",0,0,0,"1e+06","",5e+11,"Alex","Presley","preslal01","USA",195,70,"L","L",2010-09-08,2014,"0","0",5e+05
"61","Alex Wilson","Tigers",2017,3.038,"No",0,0,0,"1175000","",5.225e+11,"Alex","Wilson","wilsoal01","Saudi Arabia",227,72,"R","R",2013-04-11,2016,"522500","522500 ",507500
"62","Alex Wilson","Tigers",2018,4.038,"No",0,0,0,"1925000","",1.175e+12,"Alex","Wilson","wilsoal01","Saudi Arabia",227,72,"R","R",2013-04-11,2017,"1175000 ","1175000 ",535000
"63","Alex Wood","Dodgers",2017,3.123,"No",0,0,0,"2800000","",5.3e+11,"Alex","Wood","woodal02","USA",215,76,"R","L",2013-05-30,2016,"530000","530000 ",507500
"64","Alex Wood","Dodgers",2018,4.123,"No",0,0,0,"6e+06","",2.8e+12,"Alex","Wood","woodal02","USA",215,76,"R","L",2013-05-30,2017,"2800000 ","2800000 ",535000
"65","Alex Wood","Reds",2019,5.123,"No",9650000,8700000,9175000,"9650000","Player",6e+12,"Alex","Wood","woodal02","USA",215,76,"R","L",2013-05-30,2018,"6000000 ","6000000 ",545000
"66","Alexi Amarista","Padres",2015,3.053,"No",0,0,0,"Extension","",5.111e+11,"Alexi","Amarista","amarial01","Venezuela",160,66,"L","R",2011-04-26,2014,"511100","511100 ",5e+05
"67","Alexi Casilla","Twins",2012,4.038,"No",1750000,1065000,1407000,"1383000","",8.65e+11,"Alexi","Casilla","casilal01","D.R.",170,69,"B","R",2006-09-01,2011,"865000","865000 ",414000
"68","Alexi Casilla","Orioles",2013,5.04,"No",0,0,0,"1700000","",1.383e+12,"Alexi","Casilla","casilal01","D.R.",170,69,"B","R",2006-09-01,2012,"1382500","1382500 ",480000
"69","Alexi Ogando","Rangers",2014,3.114,"No",0,0,0,"2625000","",5.06e+11,"Alexi","Ogando","ogandal01","D.R.",200,76,"R","R",2010-06-15,2013,"506000","506600 ",490000
"70","Alfredo Aceves","Red Sox",2012,3.001,"No",1600000,950000,1275000,"1200000","",6.5e+11,"Alfredo","Aceves","aceveal01","Mexico",205,74,"R","R",2008-08-31,2011,"650000 ","650000 ",414000
"71","Alfredo Aceves","Red Sox",2013,4,"No",0,0,0,"2650000","",1.2e+12,"Alfredo","Aceves","aceveal01","Mexico",205,74,"R","R",2008-08-31,2012,"1200000","1200000 ",480000
"72","Alfredo Simon","Reds",2013,3.14,"No",1050000,750000,9e+05,"890000","",4.87e+11,"Alfredo","Simon","simonal01","D.R.",265,78,"R","R",2008-09-06,2012,"487000","487000 ",480000
"73","Alfredo Simon","Reds",2014,4.142,"No",0,0,0,"1500000","",8.9e+11,"Alfredo","Simon","simonal01","D.R.",265,78,"R","R",2008-09-06,2013,"890000","890000 ",490000
"74","Alfredo Simon","Tigers",2015,5.142,"No",0,0,0,"5550000","",1.5e+12,"Alfredo","Simon","simonal01","D.R.",265,78,"R","R",2008-09-06,2014,"1500000","1500000 ",5e+05
"75","Andre Ethier","Dodgers",2012,5.153,"No",0,0,0,"10950000","",9.5e+12,"Andre","Ethier","ethiean01","USA",210,74,"L","L",2006-05-02,2011,"9500000","9500000 ",414000
"76","Andres Blanco","Phillies",2016,5.007,"No",0,0,0,"1450000","",8.5e+11,"Andres","Blanco","blancan01","Venezuela",192,70,"B","R",2004-04-17,2015,"850000","850000 ",507500
"77","Andres Torres","Mets",2012,4.115,"No",0,0,0,"2700000","",2.2e+12,"Andres","Torres","torrean02","USA",195,70,"B","R",2002-04-07,2011,"2200000","2200000 ",414000
"78","Andrew Bailey","Red Sox",2012,3,"No",4700000,3350000,4025000,"3900000","",4.65e+11,"Andrew","Bailey","bailean01","USA",240,75,"R","R",2009-04-06,2011,"465000","465000 ",414000
"79","Andrew Bailey","Red Sox",2013,4,"No",0,0,0,"4100000","",3.9e+12,"Andrew","Bailey","bailean01","USA",240,75,"R","R",2009-04-06,2012,"3900000","3900000 ",480000
"80","Andrew Cashner","Padres",2014,3.126,"No",2400000,2275000,2337000,"2400000","Player",5.008e+11,"Andrew","Cashner","cashnan01","USA",235,78,"R","R",2010-05-31,2013,"500800","500800 ",490000
"81","Andrew Cashner","Padres",2015,4.126,"No",0,0,0,"4050000","",2.4e+12,"Andrew","Cashner","cashnan01","USA",235,78,"R","R",2010-05-31,2014,"2400000","2400000 ",5e+05
"82","Andrew Cashner","Padres",2016,5.126,"No",0,0,0,"7150000","",4.05e+12,"Andrew","Cashner","cashnan01","USA",235,78,"R","R",2010-05-31,2015,"4050000","4050000 ",507500
"83","Andrew Chafin","Diamondbacks",2018,3.02,"No",0,0,0,"1195000","",5.593e+11,"Andrew","Chafin","chafian01","USA",225,74,"R","L",2014-08-13,2017,"559300 ","559300 ",535000
"84","Andrew Chafin","Diamondbacks",2019,4.02,"No",0,0,0,"1945000","",1.195e+12,"Andrew","Chafin","chafian01","USA",225,74,"R","L",2014-08-13,2018,"1195000 ","1195000 ",545000
"85","Andrew Heaney","Angels",2018,2.15,"Yes",0,0,0,"8e+05","",5.43e+11,"Andrew","Heaney","heanean01","USA",185,74,"L","L",2014-06-19,2017,"543000 ","543000 ",535000
"86","Andrew Heaney","Angels",2019,3.15,"No",0,0,0,"3400000","",8e+11,"Andrew","Heaney","heanean01","USA",185,74,"L","L",2014-06-19,2018,"800000 ","800000 ",545000
"87","Andrew Miller","Red Sox",2012,3.062,"No",0,0,0,"1040000","",4.14e+11,"Andrew","Miller","millean01","USA",205,79,"L","L",2006-08-30,2011,"0","0",414000
"88","Andrew Miller","Red Sox",2013,4.06,"No",0,0,0,"1475000","",1.04e+12,"Andrew","Miller","millean01","USA",205,79,"L","L",2006-08-30,2012,"1040000","1040000 ",480000
"89","Andrew Miller","Red Sox",2014,5.062,"No",2150000,1550000,1850000,"1900000","",1.475e+12,"Andrew","Miller","millean01","USA",205,79,"L","L",2006-08-30,2013,"1475000","1475000 ",490000
"90","Andrew Romine","Tigers",2016,3.049,"No",0,0,0,"9e+05","",5.2e+11,"Andrew","Romine","rominan01","USA",200,73,"B","R",2010-09-24,2015,"520000","520000 ",507500
"91","Andrew Romine","Tigers",2017,4.049,"No",0,0,0,"1300000","",9e+11,"Andrew","Romine","rominan01","USA",200,73,"B","R",2010-09-24,2016,"9e+05","900000 ",507500
"92","Andrew Romine","Mariners",2018,5.049,"No",0,0,0,"1050000","",1.3e+12,"Andrew","Romine","rominan01","USA",200,73,"B","R",2010-09-24,2017,"1300000 ","1300000 ",535000
"93","Andy Dirks","Tigers",2014,2.139,"Yes",0,0,0,"1625000","",5.05e+11,"Andy","Dirks","dirksan01","USA",195,72,"L","L",2011-05-16,2013,"505000","505000 ",490000
"94","Angel Pagan","Giants",2012,5.144,"No",0,0,0,"4850000","",3.5e+12,"Angel","Pagan","paganan01","P.R.",200,74,"B","R",2006-04-03,2011,"3500000","3500000 ",414000
"95","Anibal Sanchez","Marlins",2012,5.099,"No",8e+06,6900000,7450000,"8e+06","Player",3.7e+12,"Anibal","Sanchez","sanchan01","Venezuela",205,72,"R","R",2006-06-25,2011,"3700000","3700000 ",414000
"96","Anthony DeSclafani","Reds",2018,3.062,"No",0,0,0,"860000","",5.35e+11,"Anthony","DeSclafani","desclan01","USA",195,73,"R","R",2014-05-14,2017,"0","0",535000
"97","Anthony DeSclafani","Reds",2019,4.062,"No",0,0,0,"2125000","",8.6e+11,"Anthony","DeSclafani","desclan01","USA",195,73,"R","R",2014-05-14,2018,"860000 ","860000 ",545000
"98","Anthony Recker","Braves",2017,4,"No",0,0,0,"8e+05","",5.075e+11,"Anthony","Recker","reckean01","USA",240,74,"R","R",2011-08-25,2016,"0","0",507500
"99","Anthony Rendon","Nationals",2016,2.13,"Yes",0,0,0,"2800000","",2.5e+12,"Anthony","Rendon","rendoan01","USA",200,73,"R","R",2013-04-21,2015,"2500000","2500000 ",507500
"100","Anthony Rendon","Nationals",2017,3.13,"No",0,0,0,"5800000","",2.8e+12,"Anthony","Rendon","rendoan01","USA",200,73,"R","R",2013-04-21,2016,"2800000","2800000 ",507500
"101","Anthony Rendon","Nationals",2018,4.13,"No",0,0,0,"12300000","",5.8e+12,"Anthony","Rendon","rendoan01","USA",200,73,"R","R",2013-04-21,2017,"5800000 ","5800000 ",535000
"102","Anthony Rendon","Nationals",2019,5.13,"No",0,0,0,"18800000","",1.23e+13,"Anthony","Rendon","rendoan01","USA",200,73,"R","R",2013-04-21,2018,"12300000 ","12300000 ",545000
"103","Anthony Swarzak","Twins",2014,3.038,"No",0,0,0,"935000","",5.025e+11,"Anthony","Swarzak","swarzan01","USA",215,76,"R","R",2009-05-23,2013,"502500","502500 ",490000
"104","Antonio Bastardo","Phillies",2013,3.05,"No",0,0,0,"1400000","",5.05e+11,"Antonio","Bastardo","bastaan01","D.R.",202,71,"R","L",2009-06-02,2012,"505000","505000 ",480000
"105","Antonio Bastardo","Phillies",2014,4.054,"No",2500000,1675000,2087000,"2e+06","",1.4e+12,"Antonio","Bastardo","bastaan01","D.R.",202,71,"R","L",2009-06-02,2013,"1400000","1400000 ",490000
"106","Antonio Bastardo","Pirates",2015,5.054,"No",0,0,0,"3100000","",2e+12,"Antonio","Bastardo","bastaan01","D.R.",202,71,"R","L",2009-06-02,2014,"2e+06","2000000 ",5e+05
"107","Archie Bradley","Diamondbacks",2019,3.112,"No",0,0,0,"1830000","",5.819e+11,"Archie","Bradley","bradlar01","USA",225,76,"R","R",2015-04-11,2018,"581900 ","581900 ",545000
"108","Arodys Vizcaino","Braves",2016,2.168,"Yes",0,0,0,"897000","",5.075e+11,"Arodys","Vizcaino","vizcaar01","D.R.",245,72,"R","R",2011-08-10,2015,"0","0",507500
"109","Arodys Vizcaino","Braves",2017,3.168,"No",0,0,0,"1550000","",8.97e+11,"Arodys","Vizcaino","vizcaar01","D.R.",245,72,"R","R",2011-08-10,2016,"897500","897500 ",507500
"110","Arodys Vizcaino","Braves",2018,4.168,"No",0,0,0,"3400000","",1.55e+12,"Arodys","Vizcaino","vizcaar01","D.R.",245,72,"R","R",2011-08-10,2017,"1550000 ","1550000 ",535000
"111","Arodys Vizcaino","Braves",2019,5.168,"No",0,0,0,"4800000","",3.4e+12,"Arodys","Vizcaino","vizcaar01","D.R.",245,72,"R","R",2011-08-10,2018,"3400000 ","3400000 ",545000
"112","Aroldis Chapman","Reds",2014,3.034,"No",5400000,4600000,5e+06,"5e+06","",4.835772e+12,"Aroldis","Chapman","chapmar01","Cuba",212,76,"L","L",2010-08-31,2013,"4835772","2000000 ",490000
"113","Aroldis Chapman","Reds",2015,4.034,"No",8700000,6650000,7675000,"8050000","",5e+12,"Aroldis","Chapman","chapmar01","Cuba",212,76,"L","L",2010-08-31,2014,"5e+06","5000000 ",5e+05
"114","Aroldis Chapman","Yankees",2016,5.034,"No",13100000,9e+06,11050000,"11325000","",8.05e+12,"Aroldis","Chapman","chapmar01","Cuba",212,76,"L","L",2010-08-31,2015,"8050000","8050000 ",507500
"115","Asdrubal Cabrera","Indians",2012,4.027,"No",5200000,3750000,4475000,"4550000","",2.025e+12,"Asdrubal","Cabrera","cabreas01","Venezuela",205,72,"B","R",2007-08-08,2011,"2025000","2025000 ",414000
"116","Austin Hedges","Padres",2019,2.166,"Yes",0,0,0,"2060000","",5.531e+11,"Austin","Hedges","hedgeau01","USA",206,73,"R","R",2015-05-04,2018,"553100 ","553100 ",545000
"117","Austin Jackson","Tigers",2013,3,"No",0,0,0,"3500000","",5e+11,"Austin","Jackson","jacksau01","USA",198,73,"R","R",2010-04-05,2012,"5e+05","500000 ",480000
"118","Austin Jackson","Tigers",2014,4,"No",0,0,0,"6e+06","",3.5e+12,"Austin","Jackson","jacksau01","USA",198,73,"R","R",2010-04-05,2013,"3500000","3500000 ",490000
"119","Austin Jackson","Mariners",2015,5,"No",0,0,0,"7700000","",6e+12,"Austin","Jackson","jacksau01","USA",198,73,"R","R",2010-04-05,2014,"6e+06","6000000 ",5e+05
"120","Austin Romine","Yankees",2017,3.045,"No",0,0,0,"805000","",5.56e+11,"Austin","Romine","rominau01","USA",220,73,"R","R",2011-09-11,2016,"556000","556000 ",507500
"121","Austin Romine","Yankees",2018,4.045,"No",0,0,0,"1100000","",8.05e+11,"Austin","Romine","rominau01","USA",220,73,"R","R",2011-09-11,2017,"805000 ","805000 ",535000
"122","Austin Romine","Yankees",2019,5.045,"No",0,0,0,"1800000","",1.1e+12,"Austin","Romine","rominau01","USA",220,73,"R","R",2011-09-11,2018,"1100000 ","1100000 ",545000
"123","Avisail Garcia","White Sox",2016,2.167,"Yes",0,0,0,"2100000","",5.23e+11,"Avisail","Garcia","garciav01","Venezuela",240,76,"R","R",2012-08-31,2015,"523000","523000 ",507500
"124","Avisail Garcia","White Sox",2017,3.167,"No",0,0,0,"3e+06","",2.1e+12,"Avisail","Garcia","garciav01","Venezuela",240,76,"R","R",2012-08-31,2016,"2100000","2100000 ",507500
"125","Avisail Garcia","White Sox",2018,4.167,"No",6700000,5850000,6275000,"6700000","Player",3e+12,"Avisail","Garcia","garciav01","Venezuela",240,76,"R","R",2012-08-31,2017,"3000000 ","3000000 ",535000
"126","Ben Francisco","Blue Jays",2012,4.049,"No",0,0,0,"1538000","",1.175e+12,"Ben","Francisco","francbe01","USA",195,73,"R","R",2007-05-01,2011,"1175000","1175000 ",414000
"127","Ben Revere","Phillies",2014,2.149,"Yes",2425000,1400000,1913000,"1950000","",5.15e+11,"Ben","Revere","reverbe01","USA",175,69,"L","R",2010-09-07,2013,"515000","515000 ",490000
"128","Ben Revere","Phillies",2015,3.149,"No",0,0,0,"4100000","",1.95e+12,"Ben","Revere","reverbe01","USA",175,69,"L","R",2010-09-07,2014,"1950000","1950000 ",5e+05
"129","Ben Revere","Blue Jays",2016,4.149,"No",0,0,0,"6250000","",4.1e+12,"Ben","Revere","reverbe01","USA",175,69,"L","R",2010-09-07,2015,"4100000","4100000 ",507500
"130","Bill Bray","Reds",2012,4.018,"No",0,0,0,"1417000","",6.45e+11,"Bill","Bray","braybi01","USA",215,75,"L","L",2006-06-03,2011,"645000","645000 ",414000
"131","Billy Hamilton","Reds",2017,3.028,"No",0,0,0,"2625000","",5.7e+11,"Billy","Hamilton","hamilbi02","USA",160,72,"B","R",2013-09-03,2016,"570000","570000 ",507500
"132","Billy Hamilton","Reds",2018,4.028,"No",0,0,0,"4600000","",2.625e+12,"Billy","Hamilton","hamilbi02","USA",160,72,"B","R",2013-09-03,2017,"2625000 ","2625000 ",535000
"133","Blaine Hardy","Tigers",2018,2.13,"Yes",0,0,0,"795000","",5.35e+11,"Blaine","Hardy","hardybl01","USA",218,74,"L","L",2014-06-16,2017,"0","0",535000
"134","Blaine Hardy","Tigers",2019,3.108,"No",0,0,0,"1300000","",7.95e+11,"Blaine","Hardy","hardybl01","USA",218,74,"L","L",2014-06-16,2018,"795000 ","795000 ",545000
"135","Blake DeWitt","Cubs",2012,3.048,"No",0,0,0,"1100000","",4.6e+11,"Blake","DeWitt","dewitbl01","USA",195,71,"L","R",2008-03-31,2011,"460000","460000 ",414000
"136","Blake Parker","Angels",2018,3.036,"No",0,0,0,"1800000","",5.6e+11,"Blake","Parker","parkebl01","USA",225,75,"R","R",2012-05-17,2017,"560000 ","560000 ",535000
"137","Blake Swihart","Red Sox",2019,2.164,"Yes",0,0,0,"910000","",5.635e+11,"Blake","Swihart","swihabl01","USA",200,73,"B","R",2015-05-02,2018,"563500 ","563500 ",545000
"138","Blake Treinen","Athletics",2018,3.065,"No",0,0,0,"2150000","",5.637e+11,"Blake","Treinen","treinbl01","USA",225,77,"R","R",2014-04-12,2017,"563700 ","563700 ",535000
"139","Blake Treinen","Athletics",2019,4.065,"No",6400000,5600000,6e+06,"6400000","Player",2.15e+12,"Blake","Treinen","treinbl01","USA",225,77,"R","R",2014-04-12,2018,"2150000 ","2150000 ",545000
